Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,IsFerien,IsFeiertag,Produktname,Niederschlag
2013-09-03,5,270.350123886175,0,7,18.225,11,21,0,0,Kuchen,NA
2017-05-08,3,93.5346324124759,0,1,9.75,19,5,0,0,Croissant,NA
2016-09-01,1,134.059380486205,0,5,20.25,13,21,1,0,Brot,NA
2014-06-27,4,65.0878866069292,1,4,20.1625,7,95,0,0,Konditorei,Gewitter
2014-07-10,4,63.6686930675012,0,0,24.757142,18,0,0,0,Konditorei,NA
2017-02-23,2,211.823498155332,0,7,4.375,22,63,0,0,Broetchen,Regen
2013-11-18,2,271.38800449289,0,7,6.65,5,63,0,0,Broetchen,Regen
2017-05-19,3,122.084205270661,0,6,17.375,7,21,0,0,Croissant,NA
2018-04-12,1,136.188054778093,0,5,7.975,19,5,1,0,Brot,NA
2019-01-08,3,96.5639321254324,0,6,5.5,19,21,NA,0,Croissant,NA
2018-01-24,3,98.3309422420537,0,8,11.6,14,61,0,0,Croissant,Regen
2018-03-24,5,201.490019493749,0,7,7.125,4,5,0,0,Kuchen,NA
2014-09-21,5,402.989935831425,0,4,17,15,21,0,0,Kuchen,NA
2013-07-10,5,343.353066508123,0,2,19.6875,13,5,1,0,Kuchen,NA
2014-10-18,4,88.9035251767277,0,7,15.25,7,21,1,0,Konditorei,NA
2016-04-25,4,81.5258711901888,0,8,4.625,10,61,0,0,Konditorei,Regen
2014-12-11,1,109.754570057738,0,7,4,12,95,0,0,Brot,Gewitter
2015-11-15,2,483.160689627582,0,7,8.5,4,61,0,0,Broetchen,Regen
2014-11-26,3,136.466308797577,0,3,5.625,8,NA,0,0,Croissant,NA
2015-08-02,5,313.031624705495,0,0,21.5,8,NA,1,0,Kuchen,NA
2015-02-02,1,159.254353701805,0,6,1,10,22,0,0,Brot,NA
2017-06-22,4,93.3756723023931,1,3,20.25,10,95,0,0,Konditorei,Gewitter
2017-01-09,4,57.1273534719678,0,8,2.5,6,20,0,0,Konditorei,NA
2019-04-05,2,363.882394660824,0,2,12.0625,10,5,NA,0,Broetchen,NA
2017-12-27,4,96.1240109274297,0,7,4.6125,7,21,1,0,Konditorei,NA
2018-04-30,1,152.280472407717,0,7,11.55,10,95,0,0,Brot,Gewitter
2015-10-28,4,93.0763627109901,0,1,11.25,10,5,1,0,Konditorei,NA
2015-01-25,2,555.586060097281,0,6,2.875,6,NA,0,0,Broetchen,NA
2015-02-01,2,633.309542257817,0,7,-0.25,9,75,0,0,Broetchen,Schnee
2017-11-22,2,232.978187183353,0,7,10.6125,10,61,0,1,Broetchen,Regen
2018-12-10,5,235.576084222952,0,5,4.9125,15,21,0,0,Kuchen,NA
2015-11-12,2,240.965897111926,0,2,13.125,17,0,0,0,Broetchen,NA
2014-10-17,4,66.2492456777236,0,7,14.375,10,65,1,0,Konditorei,Regen
2017-04-19,2,335.51977175735,0,0,6.375,10,0,1,0,Broetchen,NA
2013-09-22,4,181.071825652617,0,6,17.1375,14,21,0,0,Konditorei,NA
2019-05-14,3,145.177924219598,0,7,12.3375,9,NA,NA,0,Croissant,NA
2015-06-26,5,304.239937730854,1,7,19.25,5,61,0,0,Kuchen,Regen
2014-11-18,5,217.233982595645,0,7,8.875,13,61,0,0,Kuchen,Regen
2019-02-17,2,457.140705283589,0,3,11.625,5,5,NA,0,Broetchen,NA
2015-03-25,5,313.737446087374,0,6,7.875,14,5,0,0,Kuchen,NA
2014-06-23,4,89.1125310007438,1,4,16.5,17,NA,0,0,Konditorei,NA
2015-04-18,1,103.305896790347,0,0,10.875,8,NA,0,0,Brot,NA
2018-07-23,2,577.95877861105,0,3,24.8375,10,NA,1,0,Broetchen,NA
2015-11-04,2,256.059850846365,0,1,8,4,10,0,0,Broetchen,NA
2014-11-06,2,367.7203968189,0,5,8.875,10,0,0,0,Broetchen,NA
2013-08-27,3,251.053043195831,0,1,21.0875,12,NA,0,0,Croissant,NA
2016-01-03,4,75.9429543478591,0,7,-5.5,13,0,1,0,Konditorei,NA
2016-11-07,5,188.052534009555,0,7,3.5,14,61,0,0,Kuchen,Regen
2016-06-13,3,141.781000615203,0,7,15.25,11,63,0,0,Croissant,Regen
2015-12-21,4,72.4750158316768,0,7,10.25,14,21,1,0,Konditorei,NA
2018-08-28,4,62.0061496182441,0,6,18.6125,9,61,0,0,Konditorei,Regen
2017-01-07,2,270.247354621077,0,8,-0.5,11,71,0,0,Broetchen,Schnee
2016-05-21,1,134.348751582816,0,6,19.375,9,21,0,0,Brot,NA
2016-05-14,2,451.821867120768,0,7,10,14,21,0,0,Broetchen,NA
2016-10-22,2,362.998937459473,0,8,8.125,12,61,1,0,Broetchen,Regen
2013-10-17,3,138.523531007126,0,7,12,15,65,1,0,Croissant,Regen
2018-10-03,3,250.087034470125,0,4,12.2875,18,21,1,0,Croissant,NA
2016-06-07,3,111.50908281886,0,1,25.375,8,NA,0,0,Croissant,NA
2014-03-31,2,340.519359885231,0,7,7.4375,4,45,0,0,Broetchen,NA
2017-04-30,4,143.743529921784,0,1,11.875,12,0,0,0,Konditorei,NA
2016-10-10,1,130.880964042862,0,7,11.125,10,61,0,0,Brot,Regen
2016-07-23,5,305.545406478361,0,3,25.375,9,NA,0,0,Kuchen,NA
2017-09-15,4,83.1030772087039,0,6,14.425,11,21,0,0,Konditorei,NA
2018-02-20,1,89.5867418102959,0,1,3.375,11,10,0,0,Brot,NA
2018-04-06,1,118.206081571449,0,1,9.9875,10,5,1,0,Brot,NA
2017-07-18,5,292.647047885435,0,5,18.75,7,NA,0,0,Kuchen,NA
2018-10-26,4,54.3485780611854,0,7,10.325,9,63,0,0,Konditorei,Regen
2013-09-20,5,377.403500794794,0,7,13.525,6,NA,0,0,Kuchen,NA
2017-01-26,1,116.676851600561,0,6,1,7,10,0,0,Brot,NA
2014-11-04,2,341.433323177735,0,7,11.625,8,61,0,0,Broetchen,Regen
2014-01-10,1,119.05554059635,0,7,6.6375,17,61,0,0,Brot,Regen
2017-09-28,3,119.879433080393,0,7,15.1125,7,21,0,0,Croissant,NA
2013-08-09,5,450.085987485785,0,4,20.3375,10,21,0,0,Kuchen,NA
2013-07-05,2,492.818804066088,0,5,19.975,12,NA,1,0,Broetchen,NA
2018-01-07,2,424.80333027284,0,0,0.65,8,NA,0,0,Broetchen,NA
2015-01-04,3,202.305946358765,0,0,4.75,15,NA,1,0,Croissant,NA
2018-09-19,1,125.025418823638,0,NA,NA,NA,NA,0,0,Brot,NA
2013-08-18,1,92.489778506026,0,7,18.5875,10,63,0,0,Brot,Regen
2017-02-18,5,470.50884355386,0,7,4.625,12,20,0,0,Kuchen,NA
2017-06-18,1,75.1727854873289,1,2,24.25,9,NA,0,0,Brot,NA
2014-01-12,4,187.466582265489,0,2,5.525,16,21,0,0,Konditorei,NA
2015-06-04,2,366.195368742098,0,0,16.375,9,0,0,1,Broetchen,NA
2018-11-09,5,210.753998657528,0,7,9.3,6,61,0,0,Kuchen,Regen
2018-12-12,4,53.8181066674718,0,7,4.175,12,21,0,0,Konditorei,NA
2013-09-01,4,139.776992842103,0,7,15.8625,16,61,0,0,Konditorei,Regen
2017-03-20,2,225.438695753547,0,7,10.25,8,61,0,0,Broetchen,Regen
2015-11-29,6,92.5432169532177,0,7,8.25,15,63,0,0,Saisonbrot,Regen
2015-05-25,5,388.133249077524,0,7,11.75,10,61,0,1,Kuchen,Regen
2014-12-29,5,303.672763265607,0,5,0.75,10,0,1,0,Kuchen,NA
2013-08-10,1,185.177162656408,0,7,19.3625,12,61,0,0,Brot,Regen
2019-05-29,3,150.235793510744,0,3,13.3625,8,0,NA,0,Croissant,NA
2016-05-28,3,247.070837260053,0,2,18.625,11,NA,0,0,Croissant,NA
2014-11-22,3,185.123069490112,0,7,5.75,9,61,0,0,Croissant,Regen
2016-08-08,1,164.185739816663,0,5,19,18,21,1,0,Brot,NA
2015-01-30,4,67.652941573495,0,7,1.125,6,NA,0,0,Konditorei,NA
2016-03-03,4,53.3398566608189,0,7,4.75,5,21,0,0,Konditorei,NA
2018-05-19,3,223.624171765277,0,6,14.9125,8,0,0,0,Croissant,NA
2015-12-11,6,110.982691994078,0,5,6.125,11,63,0,0,Saisonbrot,Regen
2018-01-18,1,111.788522418724,0,7,1.1625,17,73,0,0,Brot,Schnee
2016-02-25,4,60.216970582095,0,6,3.5,10,53,0,0,Konditorei,Sprühregen
2017-08-03,2,483.068231580132,0,7,20.125,10,95,1,0,Broetchen,Gewitter
2015-08-04,4,51.9802446049876,0,2,26.5,15,61,1,0,Konditorei,Regen
2013-10-14,1,109.863744271226,0,2,12.525,6,NA,1,0,Brot,NA
2016-08-13,1,242.04298764093,0,7,18.125,12,61,1,0,Brot,Regen
2017-08-16,5,251.948840372397,0,3,20.8625,8,0,1,0,Kuchen,NA
2013-08-09,4,81.4817797241125,0,4,20.3375,10,21,0,0,Konditorei,NA
2018-06-01,2,391.076358799694,0,0,21.375,12,5,0,0,Broetchen,NA
2018-09-26,5,278.179652299443,0,7,14.2375,16,61,0,0,Kuchen,Regen
2015-03-19,3,76.0556430358186,0,0,10.375,9,0,0,0,Croissant,NA
2017-06-24,3,367.632769652741,1,6,17.875,19,61,0,0,Croissant,Regen
2015-10-27,1,83.2407894196966,0,0,10.75,10,NA,1,0,Brot,NA
2014-09-04,2,450.131647250312,0,0,20,15,NA,0,0,Broetchen,NA
2014-11-09,3,299.926171597523,0,3,10.625,8,NA,0,0,Croissant,NA
2019-05-03,3,168.038482941907,0,6,8.7625,18,21,NA,0,Croissant,NA
2016-01-21,5,250.15344491956,0,4,-4.875,5,20,0,0,Kuchen,NA
2013-08-19,1,145.87913275728,0,5,18.4875,8,NA,0,0,Brot,NA
2019-05-29,1,190.850120526359,0,3,13.3625,8,0,NA,0,Brot,NA
2014-12-28,6,79.6840824625434,0,1,-0.5,7,0,1,0,Saisonbrot,NA
2017-11-10,4,90.6032979375086,0,7,7.5375,16,61,0,0,Konditorei,Regen
2018-09-08,2,548.8184743368,0,NA,NA,NA,NA,0,0,Broetchen,NA
2013-11-05,4,74.2946461688414,0,4,8.9,12,61,0,0,Konditorei,Regen
2018-09-11,5,260.045429193164,0,7,16.55,12,61,0,0,Kuchen,Regen
2013-08-07,2,519.197204695832,0,4,19.2125,8,NA,0,0,Broetchen,NA
2013-07-29,3,356.033434735079,0,1,22.7875,10,NA,1,0,Croissant,NA
2014-12-13,5,318.659955256217,0,5,4.75,10,61,0,0,Kuchen,Regen
2018-03-28,2,320.429111502574,0,7,3.725,14,61,0,0,Broetchen,Regen
2018-12-16,1,70.382894666998,0,7,0.2,9,NA,0,0,Brot,NA
2015-11-30,2,288.123644467983,0,5,5.75,18,61,0,0,Broetchen,Regen
2017-01-19,4,63.8146856927061,0,8,1.5,8,61,0,0,Konditorei,Regen
2018-09-21,2,361.200530793282,0,6,14.957142,16,61,0,0,Broetchen,Regen
2018-06-21,4,50.3503164926632,1,7,11.5625,15,65,0,0,Konditorei,Regen
2016-11-05,5,187.586828333204,0,7,5.5,5,61,0,0,Kuchen,Regen
2014-10-08,3,265.681560003117,0,6,14.125,10,61,0,0,Croissant,Regen
2013-09-28,1,134.613756840197,0,0,13.1,8,NA,0,0,Brot,NA
2013-10-29,4,74.735898673334,0,7,10.775,17,63,0,0,Konditorei,Regen
2017-04-15,2,703.461610637217,0,6,8.125,23,63,1,0,Broetchen,Regen
2016-08-18,4,75.1747825318839,0,3,18.25,9,NA,1,0,Konditorei,NA
2017-11-02,5,211.038003898981,0,NA,11.6875,13,NA,0,0,Kuchen,NA
2014-05-07,4,92.4936971920041,0,4,14.2125,15,65,0,0,Konditorei,Regen
2014-06-04,1,137.397470737802,0,1,21.4875,14,NA,0,0,Brot,NA
2015-11-30,5,192.341955374091,0,5,5.75,18,61,0,0,Kuchen,Regen
2014-01-11,3,135.297629284998,0,7,5.5875,18,63,0,0,Croissant,Regen
2013-11-03,2,549.620047848044,0,6,10.7,15,21,0,0,Broetchen,NA
2014-10-08,2,470.174747308647,0,6,14.125,10,61,0,0,Broetchen,Regen
2016-11-25,6,110.485453579136,0,7,4,4,45,0,0,Saisonbrot,NA
2014-03-14,4,83.095661478459,0,1,9.6125,10,NA,0,0,Konditorei,NA
2019-02-26,3,130.118415434626,0,0,10.85,7,5,NA,0,Croissant,NA
2019-02-08,5,283.62686905058,0,7,6.5,11,61,NA,0,Kuchen,Regen
2015-08-05,4,61.4146095346043,0,2,21.75,8,21,1,0,Konditorei,NA
2015-09-21,4,97.6919272101571,0,7,13.375,6,61,0,0,Konditorei,Regen
2015-03-19,1,121.351949525045,0,0,10.375,9,0,0,0,Brot,NA
2015-04-14,3,114.709486133908,0,7,10.75,17,61,1,0,Croissant,Regen
2015-06-23,3,172.407057152837,1,5,16.5,10,21,0,0,Croissant,NA
2017-10-18,4,73.6351679261642,0,4,14.8125,6,0,1,0,Konditorei,NA
2019-04-26,3,211.022623978283,0,7,14.975,16,95,NA,0,Croissant,Gewitter
2015-06-13,1,149.304738265576,0,6,21.875,12,61,0,0,Brot,Regen
2016-10-21,1,114.340023882369,0,6,9.875,10,61,1,0,Brot,Regen
2017-11-17,4,96.6710768425079,0,3,7.725,10,21,0,0,Konditorei,NA
2016-08-16,4,71.3544496963885,0,2,19.375,10,NA,1,0,Konditorei,NA
2015-03-15,4,130.549602673201,0,7,5.75,13,21,0,0,Konditorei,NA
2015-11-22,4,147.38920509115,0,7,2.25,18,73,0,0,Konditorei,Schnee
2017-04-16,2,587.643444652763,0,7,6.875,7,61,1,1,Broetchen,Regen
2016-06-10,1,138.780097990443,0,3,18.125,13,NA,0,0,Brot,NA
2019-03-24,3,367.348796089307,0,4,7.6625,12,0,NA,0,Croissant,NA
2017-08-07,4,125.232220841053,0,2,22.4875,8,NA,1,0,Konditorei,NA
2016-08-11,2,598.898338586543,0,7,13.875,9,61,1,0,Broetchen,Regen
2017-10-19,2,306.426761381544,0,6,14.85,9,10,1,0,Broetchen,NA
2018-07-22,4,82.3718063303726,0,1,25.0375,13,5,1,0,Konditorei,NA
2014-08-14,3,339.910400493007,0,7,18.05,10,65,1,0,Croissant,Regen
2016-07-15,2,455.61544571849,0,7,17,16,61,0,0,Broetchen,Regen
2016-01-09,4,64.835874109499,0,4,2.875,6,21,0,0,Konditorei,NA
2016-05-27,5,279.968902943668,0,4,15.875,9,61,0,0,Kuchen,Regen
2018-07-05,5,326.454338026984,0,7,17.5,12,20,0,0,Kuchen,NA
2019-01-26,4,78.244910496832,0,7,3.8375,7,61,NA,0,Konditorei,Regen
2017-05-26,1,127.227158892085,0,0,20.75,6,0,1,0,Brot,NA
2019-02-11,2,254.833422525411,0,2,5.9375,16,0,NA,0,Broetchen,NA
2016-07-29,3,313.051127748557,0,6,21,10,65,1,0,Croissant,Regen
2016-01-09,3,131.135214043175,0,4,2.875,6,21,0,0,Croissant,NA
2019-06-03,3,140.944900671891,0,6,22.225,12,21,NA,0,Croissant,NA
2016-02-14,3,131.727380612779,0,8,2.875,20,61,0,0,Croissant,Regen
2017-10-01,4,119.721159552674,0,2,16.2875,6,NA,0,0,Konditorei,NA
2016-12-30,5,414.932011356758,0,4,1.75,10,10,1,0,Kuchen,NA
2018-06-07,5,266.727369278352,0,0,23.6875,10,NA,0,0,Kuchen,NA
2015-12-30,2,534.795914565585,0,8,5.25,9,0,1,0,Broetchen,NA
2015-06-15,5,289.287204370205,0,8,13.625,11,21,0,0,Kuchen,NA
2016-10-09,4,111.55603133276,0,7,9.125,10,61,0,0,Konditorei,Regen
2014-10-11,3,268.913132488207,0,3,17,5,NA,0,0,Croissant,NA
2014-11-12,5,271.038875100822,0,7,9.75,10,10,0,0,Kuchen,NA
2014-07-28,2,630.170881828104,0,0,24.7625,7,NA,1,0,Broetchen,NA
2018-08-23,1,196.983337005769,0,5,22.575,11,5,0,0,Brot,NA
2014-01-11,5,255.193769001422,0,7,5.5875,18,63,0,0,Kuchen,Regen
2018-05-29,1,106.471684824603,0,0,23.4625,14,5,0,0,Brot,NA
2018-11-10,3,174.055524523804,0,7,11.425,8,61,0,0,Croissant,Regen
2016-07-24,4,115.411820114704,0,0,25.25,10,NA,0,0,Konditorei,NA
2013-11-13,5,243.067077049956,0,1,8.8,12,0,0,0,Kuchen,NA
2015-11-05,4,76.1809477344347,0,6,13.375,5,61,0,0,Konditorei,Regen
2013-07-10,2,567.365764527953,0,2,19.6875,13,5,1,0,Broetchen,NA
2017-09-04,4,88.5114730873768,0,0,18.2875,10,0,0,0,Konditorei,NA
2015-02-09,4,121.963218496309,0,7,6.875,13,61,0,0,Konditorei,Regen
2018-01-10,3,72.3107709500424,0,6,4.0125,6,21,0,0,Croissant,NA
2017-04-29,3,142.668665736822,0,4,7.125,9,61,0,0,Croissant,Regen
2018-02-12,3,82.1518936627926,0,5,1.825,15,75,0,0,Croissant,Schnee
2014-06-01,1,93.4027092149433,0,7,13.825,6,21,0,0,Brot,NA
2016-07-20,3,225.94725477004,0,0,26,9,NA,0,0,Croissant,NA
2014-07-13,5,354.517887131991,0,7,18.6,10,61,0,0,Kuchen,Regen
2017-09-05,4,87.0102739579243,0,3,20.95,6,NA,0,0,Konditorei,NA
2019-06-08,5,400.212959175685,0,7,16.2375,13,61,NA,0,Kuchen,Regen
2014-11-19,1,131.262024072649,0,7,8.5,11,61,0,1,Brot,Regen
2014-07-09,3,228.11907513824,0,0,24.65,24,5,0,0,Croissant,NA
2015-11-14,3,113.069738985194,0,4,8.125,14,21,0,0,Croissant,NA
2017-12-27,5,220.052505331711,0,7,4.6125,7,21,1,0,Kuchen,NA
2016-04-21,2,275.748854017986,0,2,11.625,16,NA,0,0,Broetchen,NA
2017-04-25,3,90.8424805388247,0,5,5.5,15,69,0,0,Croissant,NA
2016-04-19,1,118.548088668147,0,5,9.5,23,21,0,0,Brot,NA
2018-12-06,3,85.2397636548177,0,7,6.725,7,61,0,0,Croissant,Regen
2019-05-09,2,339.657198202586,0,6,15,7,61,NA,0,Broetchen,Regen
2015-11-02,4,72.569221478375,0,8,9.75,5,10,0,0,Konditorei,NA
2017-12-23,3,83.5676550722033,0,7,7.8,19,61,1,0,Croissant,Regen
2018-12-19,4,60.5604139615168,0,7,3.175,9,61,0,0,Konditorei,Regen
2016-07-28,4,84.4526943001443,0,4,21.25,7,20,1,0,Konditorei,NA
2018-09-08,3,236.068702631606,0,NA,NA,NA,NA,0,0,Croissant,NA
2015-12-14,4,78.0826139469617,0,7,3.625,6,21,0,0,Konditorei,NA
2018-07-23,4,78.4432557604295,0,3,24.8375,10,NA,1,0,Konditorei,NA
2018-11-28,2,232.644246270448,0,3,1.5,10,5,0,0,Broetchen,NA
2016-02-17,4,146.146021592095,0,1,1.75,10,0,0,0,Konditorei,NA
2017-08-11,2,505.047502675496,0,7,16.375,8,61,1,0,Broetchen,Regen
2018-03-05,1,119.676827681314,0,5,5.9875,7,10,0,0,Brot,NA
2016-11-19,4,65.3295640909929,0,6,6.625,11,21,0,0,Konditorei,NA
2017-10-13,1,118.292462064717,0,6,14.1625,8,10,0,0,Brot,NA
2015-03-25,4,75.4697183642942,0,6,7.875,14,5,0,0,Konditorei,NA
2019-01-24,4,78.1366793423813,0,8,-4.8125,6,22,NA,0,Konditorei,NA
2016-08-10,1,146.108444701411,0,4,14.5,15,95,1,0,Brot,Gewitter
2015-07-25,4,63.9464915592845,0,6,20,10,95,1,0,Konditorei,Gewitter
2014-08-25,5,261.569599386496,0,5,14.7875,13,65,0,0,Kuchen,Regen
2018-11-17,2,329.770199872315,0,0,5.375,10,10,0,0,Broetchen,NA
2014-03-13,3,112.905736442376,0,0,13.375,10,NA,0,0,Croissant,NA
2018-11-07,4,78.5658325479344,0,1,11.0875,4,28,0,0,Konditorei,NA
2014-11-24,2,308.910885833847,0,3,9.375,10,0,0,0,Broetchen,NA
2014-08-09,1,216.790146013299,0,6,20.1,17,61,1,0,Brot,Regen
2016-02-04,3,89.2085750628842,0,5,4.25,12,22,0,0,Croissant,NA
2016-06-28,4,73.4591715957405,0,4,18.375,11,21,0,0,Konditorei,NA
2014-06-13,2,469.760139519046,0,7,17.45,18,21,0,0,Broetchen,NA
2019-01-06,3,186.342755131954,0,7,3.65,7,61,NA,0,Croissant,Regen
2018-02-28,3,87.4021453051197,0,5,-6.1375,16,5,0,0,Croissant,NA
2017-12-27,2,366.39193384108,0,7,4.6125,7,21,1,0,Broetchen,NA
2014-12-21,1,74.1776353738615,0,6,6.625,14,21,0,0,Brot,NA
2017-12-08,3,88.682749091363,0,6,1.675,10,73,0,0,Croissant,Schnee
2015-12-04,2,223.004926208522,0,6,9.25,17,61,0,0,Broetchen,Regen
2015-04-23,5,232.875408477088,0,1,13.625,12,NA,0,0,Kuchen,NA
2017-10-22,5,310.598534350843,0,7,11.025,7,61,1,0,Kuchen,Regen
2016-11-25,3,100.690163238234,0,7,4,4,45,0,0,Croissant,NA
2017-05-05,5,257.727004746732,0,7,8.25,15,61,0,0,Kuchen,Regen
2014-09-24,1,108.711123767423,0,7,15.375,10,63,0,0,Brot,Regen
2015-01-11,2,551.204782732623,0,5,4.25,23,61,0,0,Broetchen,Regen
2013-07-16,4,91.7796976081033,0,1,21.1875,10,NA,1,0,Konditorei,NA
2016-12-07,5,188.683723175965,0,7,4.5,10,61,0,0,Kuchen,Regen
2017-11-11,3,95.0970588296583,0,5,5.2375,8,63,0,0,Croissant,Regen
2015-11-26,5,255.671601416751,0,0,5.5,7,NA,0,0,Kuchen,NA
2017-04-23,2,344.478120384968,0,4,7.875,20,21,0,0,Broetchen,NA
2013-12-14,1,120.787742012371,0,7,3.0125,7,61,0,0,Brot,Regen
2015-10-29,4,50.5568179471073,0,2,10.5,4,10,1,0,Konditorei,NA
2013-11-24,3,256.642590494745,0,0,4.6,16,NA,0,0,Croissant,NA
2015-08-29,1,126.140648787117,0,4,20.125,6,NA,1,0,Brot,NA
2017-11-10,1,114.106926212154,0,7,7.5375,16,61,0,0,Brot,Regen
2016-01-23,5,229.906772887653,0,6,3.125,6,49,0,0,Kuchen,NA
2013-10-27,5,292.452459619799,0,6,14.9875,16,65,0,0,Kuchen,Regen
2014-10-04,3,281.757971200957,0,0,18.5,8,5,0,0,Croissant,NA
2014-10-09,4,109.984020692928,0,5,17.875,10,NA,0,0,Konditorei,NA
2018-04-19,4,81.3062483274968,0,0,23.1125,5,0,0,0,Konditorei,NA
2019-06-08,4,75.1121264849783,0,7,16.2375,13,61,NA,0,Konditorei,Regen
2013-08-26,3,244.936370498996,0,0,20.125,15,5,0,0,Croissant,NA
2016-02-05,1,124.433139717936,0,7,4.5,10,61,0,0,Brot,Regen
2015-04-22,1,115.982784302446,0,0,12.125,7,NA,0,0,Brot,NA
2017-12-11,2,202.053997883196,0,8,2.2375,14,61,0,0,Broetchen,Regen
2018-02-19,5,304.597844032955,0,5,4.9125,4,5,0,0,Kuchen,NA
2015-02-15,1,96.7929953706798,0,7,3.125,16,10,0,0,Brot,NA
2017-12-07,2,203.813113698898,0,8,5.7625,13,61,0,0,Broetchen,Regen
2013-07-06,2,631.906068038484,0,0,18.9625,8,NA,1,0,Broetchen,NA
2018-07-10,2,496.190584851956,0,2,18.675,15,5,1,0,Broetchen,NA
2016-02-22,5,163.428117167892,0,6,5.875,15,61,0,0,Kuchen,Regen
2019-04-18,3,210.025075975513,0,0,13.0125,14,5,NA,1,Croissant,NA
2017-06-11,3,215.171645362008,0,2,25,11,NA,0,0,Croissant,NA
2018-03-28,5,283.799868237831,0,7,3.725,14,61,0,0,Kuchen,Regen
2017-05-27,2,466.44498663774,0,0,24.75,7,NA,0,0,Broetchen,NA
2016-05-05,1,63.2181127337263,0,0,15.125,13,NA,0,1,Brot,NA
2018-03-07,4,71.6283051882786,0,7,1.1875,6,71,0,0,Konditorei,Schnee
2016-05-18,1,124.058397743762,0,5,16.75,7,NA,0,0,Brot,NA
2015-02-24,4,85.4723306797636,0,7,5.625,12,61,0,0,Konditorei,Regen
2013-08-13,1,134.064451548102,0,3,16.4,16,95,0,0,Brot,Gewitter
2016-03-31,4,76.3978378241098,0,4,9,13,21,1,0,Konditorei,NA
2013-10-23,1,125.816016210178,0,6,17.675,9,NA,0,0,Brot,NA
2015-05-06,2,326.950819224427,0,3,17.125,11,21,0,0,Broetchen,NA
2018-12-08,5,218.032060636754,0,8,7.475,18,61,0,0,Kuchen,Regen
2013-10-16,5,288.91825808676,0,8,12.275,7,NA,1,0,Kuchen,NA
2017-04-22,4,82.4365753574389,0,5,7.5,21,61,0,0,Konditorei,Regen
2018-04-25,2,226.475975087735,0,7,9.25,13,61,0,0,Broetchen,Regen
2013-07-10,1,135.132314289581,0,2,19.6875,13,5,1,0,Brot,NA
2015-06-29,4,60.5706678690791,0,3,21.5,12,NA,0,0,Konditorei,NA
2015-06-01,4,77.1155538824316,0,5,14.25,16,NA,0,0,Konditorei,NA
2014-08-16,1,229.321098599377,0,6,17.2,15,61,1,0,Brot,Regen
2013-07-25,2,681.250768331783,0,2,23.0875,9,NA,1,0,Broetchen,NA
2014-07-31,2,600.50135887024,0,3,22.4375,12,21,1,0,Broetchen,NA
2015-05-30,4,68.8696177994846,0,4,11.625,15,61,0,0,Konditorei,Regen
2014-08-18,4,142.146441343042,0,6,15.2,15,61,1,0,Konditorei,Regen
2014-05-28,3,196.534929868791,0,7,10.2,22,21,0,0,Croissant,NA
2017-12-28,4,90.1810564800637,0,4,4.0875,11,61,1,0,Konditorei,Regen
2019-01-11,2,225.419610942444,0,6,6.8625,15,61,NA,0,Broetchen,Regen
2017-03-09,1,111.351351910469,0,7,7.375,8,21,0,0,Brot,NA
2015-12-18,4,75.8326965605834,0,8,10.375,15,61,0,0,Konditorei,Regen
2018-07-26,4,70.2365452984104,0,0,28.875,12,5,1,0,Konditorei,NA
2014-03-13,5,231.683186905879,0,0,13.375,10,NA,0,0,Kuchen,NA
2015-03-11,5,223.970103711564,0,0,9.125,12,NA,0,0,Kuchen,NA
2016-10-05,4,90.4487624824519,0,3,12,19,NA,0,0,Konditorei,NA
2014-03-29,2,600.636330304354,0,3,9.375,8,10,0,0,Broetchen,NA
2017-07-01,1,142.537037918789,0,7,17.625,10,21,0,0,Brot,NA
2017-03-12,3,124.789965526841,0,6,6.375,9,NA,0,0,Croissant,NA
2013-11-26,5,246.470658207108,0,2,2.3125,6,NA,0,0,Kuchen,NA
2014-12-22,1,166.062608421996,0,7,9.75,21,63,1,0,Brot,Regen
2018-02-03,4,88.9079876540388,0,7,-1.1625,8,71,0,0,Konditorei,Schnee
2016-06-25,4,80.143148747234,1,7,18.25,14,95,0,0,Konditorei,Gewitter
2015-01-26,1,150.51678717379,0,7,3.375,10,61,0,0,Brot,Regen
2018-02-21,4,55.5026714053454,0,6,2.175,7,22,0,0,Konditorei,NA
2014-09-28,4,97.3262195437161,0,4,18.5,7,NA,0,0,Konditorei,NA
2014-01-03,5,227.91315882647,0,7,6.8375,10,63,1,0,Kuchen,Regen
2015-06-05,3,163.498578067888,0,0,22.625,9,NA,0,0,Croissant,NA
2016-12-13,4,85.6826779457696,0,7,6.285714,5,10,0,0,Konditorei,NA
2015-01-21,1,90.1034587863099,0,8,-1.125,4,10,0,0,Brot,NA
2014-08-26,5,297.826898355689,0,3,17.325,7,NA,0,0,Kuchen,NA
2013-11-07,1,118.470603286455,0,6,9.5,10,61,0,0,Brot,Regen
2015-02-13,4,164.114000189702,0,8,1.25,6,10,0,0,Konditorei,NA
2019-02-04,1,112.833065951482,0,7,2.95,12,NA,NA,0,Brot,NA
2014-01-08,3,110.955888544422,0,7,8.6375,15,63,0,0,Croissant,Regen
2018-01-12,2,213.653541569415,0,7,2.275,10,10,0,0,Broetchen,NA
2014-02-05,5,274.355368402748,0,4,3.675,8,10,0,0,Kuchen,NA
